gene_id	gene_label
OMIM:602432	OPTN
OMIM:602438	HSF4
OMIM:602439	AMLCR2
OMIM:602441	CISH
OMIM:602445	SERPINI1
OMIM:602447	PON2
OMIM:602452	BUB1
OMIM:602457	FADD
OMIM:602458	SORT1
OMIM:602460	POU4F3
OMIM:602477	FEB2
OMIM:602498	TFG
OMIM:602529	TUBA1A
OMIM:602533	PARK7
OMIM:602536	RAB3GAP1
OMIM:602537	CAPN5
OMIM:602544	PARK2
OMIM:602568	MTRR
OMIM:602569	SNCB
OMIM:602574	TECTA
OMIM:602575	LMX1B
OMIM:602576	LFNG
OMIM:602591	KIF2A
OMIM:602593	CDSN
OMIM:602594	RP22
OMIM:602600	LRP8
OMIM:602601	OLR1
OMIM:602606	CARTPT
OMIM:602616	MGAT2
OMIM:602617	FOXE1
OMIM:602623	FKBP5
OMIM:602627	CDC6
OMIM:602630	TGIF1
OMIM:602631	SLC22A18
OMIM:602638	MCM4
OMIM:602639	STHAG2
OMIM:602642	TNFSF11
OMIM:602643	TNFRSF11B
OMIM:602661	TUBB3
OMIM:602662	TUBB4A
OMIM:602666	MYO15A
OMIM:602667	NBN
OMIM:602669	PITX3
OMIM:602671	SLC37A4
OMIM:602685	MRST
OMIM:602686	MAD1L1
OMIM:602690	SDHD
OMIM:602694	NDUFS4
OMIM:602700	EP300
OMIM:602710	APBB2
OMIM:602713	ADAM9
OMIM:602716	NPHS1
OMIM:602727	CLCN7
OMIM:602730	ACVR2B
OMIM:602733	ALDH9A1
OMIM:602743	PRKAG2
OMIM:602744	GNPAT
OMIM:602748	DUSP6
OMIM:602753	PHOX2A
OMIM:602759	PCAP
OMIM:602765	KRT83
OMIM:602767	KRT85
OMIM:602768	DLL3
OMIM:602770	CBX2
OMIM:602773	DIRC2
OMIM:602774	RAD51C
OMIM:602775	SHOC2
OMIM:602782	HJCD
OMIM:602783	SPG7
OMIM:602821	KIF5A
OMIM:602851	GPR98
OMIM:602855	PSMA6
OMIM:602858	DHCR7
OMIM:602859	PEX10
OMIM:602860	BUB1B
OMIM:602861	PKP2
OMIM:602867	IGFBP7
OMIM:602876	OCLN
OMIM:602879	EPB41L1
OMIM:602880	GDF1
OMIM:602897	MAPK10
OMIM:602900	DNMT3B
OMIM:602911	CACNG2
OMIM:602926	STXBP1
OMIM:602931	SMAD6
OMIM:602932	SMAD7
OMIM:602935	FAAH
OMIM:602937	CITED2
OMIM:602938	BAAT
OMIM:602954	RAD51D
OMIM:602956	FANCG
OMIM:602966	OFC2
OMIM:602974	AQP7
OMIM:602978	PHC1
OMIM:602985	NDUFS2
OMIM:602991	NOG
OMIM:602997	CUBN
OMIM:603005	PAPSS2
OMIM:603009	DYSF
OMIM:603010	DFNB17
OMIM:603013	SCZD6
OMIM:603023	IKZF1
OMIM:603024	ARID1A
OMIM:603025	PICALM
OMIM:603026	PLAG1
OMIM:603028	TLR2
OMIM:603029	TLR3
OMIM:603030	TLR4
OMIM:603031	TLR5
OMIM:603033	COLQ
OMIM:603040	TSG11
OMIM:603044	PLAGL1
OMIM:603046	RNF139
OMIM:603051	AGPS
OMIM:603056	ORC4
OMIM:603066	PLOD3
OMIM:603072	AURKA
OMIM:603073	ZIC2
OMIM:603084	DARS
OMIM:603089	BAP1
OMIM:603094	B3GALNT1
OMIM:603098	DFNB13
OMIM:603100	AGPAT2
OMIM:603103	CPN1
OMIM:603109	SMAD3
OMIM:603111	SMARCE1
OMIM:603113	PPP2R1B
OMIM:603116	CDAGS
OMIM:603128	SIM1
OMIM:603136	CUL3
OMIM:603155	PTPN14
OMIM:603157	PIK3R2
OMIM:603164	PEX3
OMIM:603165	ATOD1
OMIM:603175	SCZD5
OMIM:603176	SCZD7
OMIM:603178	ALDH6A1
OMIM:603183	RTN2
OMIM:603188	BMIQ8
OMIM:603196	COCH
OMIM:603197	PNPLA6
OMIM:603198	PTRF
OMIM:603200	RFXANK
OMIM:603201	ABCB11
OMIM:603202	LCT
OMIM:603204	ENFL2
OMIM:603206	SCZD8
OMIM:603208	KCNJ13
OMIM:603209	CMAH
OMIM:603212	BFSP2
OMIM:603213	KIF22
OMIM:603214	ABCD4
OMIM:603220	KCNK3
OMIM:603221	MYP3
OMIM:603234	ABCC6
OMIM:603248	BMPR1B
OMIM:603254	SMARCA4
OMIM:603263	CA12
OMIM:603266	IDDM17
OMIM:603273	TP63
OMIM:603276	RGS5
OMIM:603282	ZNF204
OMIM:603283	TRDN
OMIM:603286	KISS1
OMIM:603287	PNPO
OMIM:603288	KERA
OMIM:603290	SHANK2
OMIM:603295	SMAD9
OMIM:603297	DYNC2H1
OMIM:603301	KLF11
OMIM:603307	BFSP1
OMIM:603313	ALG10
OMIM:603317	PTPRQ
OMIM:603324	GJB3
OMIM:603335	DNAH5
OMIM:603339	DNAH11
OMIM:603342	SCZD2
OMIM:603345	SLC4A4
OMIM:603349	EPAS1
OMIM:603360	PEX16
OMIM:603371	GLE1
OMIM:603372	TSHR
OMIM:603377	SLC22A5
OMIM:603381	FLNB
OMIM:603384	SYNGAP1
OMIM:603386	TCO
OMIM:603388	GRD2
OMIM:603390	PDE8B
OMIM:603395	SPAG1
OMIM:603400	WISP3
OMIM:603401	AP3B1
OMIM:603406	TRIM24
OMIM:603409	FZD6
OMIM:603415	SCN9A
OMIM:603416	ALFN1
OMIM:603422	PDLIM4
OMIM:603424	PRKRA
OMIM:603426	PER2
OMIM:603454	CRADD
OMIM:603470	ASS1
OMIM:603474	RPS19
OMIM:603489	CILP
OMIM:603490	WNT4
OMIM:603495	AURKC
OMIM:603499	TNFRSF11A
OMIM:603503	DPM1
OMIM:603506	LRP5
OMIM:603507	LRP6
OMIM:603517	BCL10
OMIM:603518	TIA1
OMIM:603531	AP1S1
OMIM:603537	KCNQ4
OMIM:603539	CTSF
OMIM:603550	EYA4
OMIM:603557	MTMR2
OMIM:603560	SBF1
OMIM:603564	DPM2
OMIM:603570	VNN1
OMIM:603576	TRPM1
OMIM:603590	LARGE
OMIM:603593	SLC7A7
OMIM:603594	TNFSF4
OMIM:603604	PLA2G6
OMIM:603605	AIMP1
OMIM:603612	TNFRSF10B
OMIM:603615	RAD54L
OMIM:603617	SLC24A1
OMIM:603623	YARS
OMIM:603632	RPS10
OMIM:603634	RPL5
OMIM:603639	ADAM17
OMIM:603644	SCO1
OMIM:603646	COX15
OMIM:603647	BCS1L
OMIM:603650	BBS5
OMIM:603652	TRPC6
OMIM:603658	RPS7
OMIM:603663	MHW1
OMIM:603664	MHW2
OMIM:603666	STX16
OMIM:603667	SLC25A12
OMIM:603673	PTCH2
OMIM:603678	DFNB14
OMIM:603680	ATXN8OS
OMIM:603681	OTOF
OMIM:603690	SLC33A1
OMIM:603693	ZFPM2
OMIM:603694	NIDDM3
OMIM:603700	ALOX5AP
OMIM:603701	RPS26
OMIM:603704	RPL26
OMIM:603707	MOCS1
OMIM:603708	MOCS2
OMIM:603711	CYP7B1
OMIM:603714	SIX3
OMIM:603716	GCM2
OMIM:603718	CLDN1
OMIM:603722	IKBKAP
OMIM:603725	FGF17
OMIM:603741	ALOX12B
OMIM:603743	APOL1
OMIM:603756	ABCG2
OMIM:603758	GSTZ1
OMIM:603767	KLK4
OMIM:603769	TCL1B
OMIM:603779	SNCAIP
OMIM:603780	RECQL4
OMIM:603783	INTLQ1
OMIM:603785	MPDZ
OMIM:603786	STGD4
OMIM:603795	LITAF
OMIM:603796	KCNE2
OMIM:603799	CHST3
OMIM:603805	TGM5
OMIM:603810	MED17
OMIM:603811	BANF1
OMIM:603816	AXIN1
OMIM:603824	GNE
OMIM:603834	NDUFA9
OMIM:603835	NDUFA10
OMIM:603839	NDUFB3
OMIM:603846	NDUFS3
OMIM:603848	NDUFS6
OMIM:603850	DNM1L
OMIM:603851	PHOX2B
OMIM:603855	CFM1
OMIM:603856	MKRN3
OMIM:603859	SLC25A13
OMIM:603861	SLC25A15
OMIM:603864	CCS
OMIM:603867	PEX11B
OMIM:603868	RAB27A
OMIM:603883	BAG3
OMIM:603892	EFTUD2
OMIM:603904	ITM2B
OMIM:603918	HYT1
OMIM:603921	SUCLA2
OMIM:603924	HABP2
OMIM:603930	GPHN
OMIM:603935	PSORS4
OMIM:603937	RP1
OMIM:603941	SLC19A2
OMIM:603942	GYG1
OMIM:603945	EIF2B5
OMIM:603951	KCNMB1
OMIM:603959	CLDN16
OMIM:603961	SEMA3A
OMIM:603964	DFNA16
OMIM:603967	SCN4A
OMIM:603968	POLH
OMIM:604001	AKAP9
OMIM:604011	UNC119
OMIM:604025	AXIN2
OMIM:604027	GOSR2
OMIM:604032	EIF2AK3
OMIM:604040	RAD50
OMIM:604041	MPDU1
OMIM:604050	DLEC1
OMIM:604060	DFNB20
OMIM:604061	SEPT9
OMIM:604067	RGS9
OMIM:604088	PPP1R17
OMIM:604095	EDAR
OMIM:604096	GRM6
OMIM:604103	MYOT
OMIM:604110	GPR56
OMIM:604114	PLCB2
OMIM:604115	KCNQ1OT1
OMIM:604124	RBBP8
OMIM:604127	TBX15
OMIM:604134	ADAMTS13
OMIM:604139	DNAJB2
OMIM:604142	TYROBP
OMIM:604144	SLC7A9
OMIM:604149	SGCE
OMIM:604159	SLC6A5
OMIM:604161	KISS1R
OMIM:604167	CTCF
OMIM:604175	RPL11
OMIM:604185	MBS3
OMIM:604190	SLC22A4
OMIM:604194	SLC27A4
OMIM:604201	SM2
OMIM:604202	SNAP29
OMIM:604210	CRB1
OMIM:604214	KRIT1
OMIM:604217	SLC34A2
OMIM:604237	CRLF1
OMIM:604241	CD2AP
OMIM:604242	RNF6
OMIM:604254	DYX3
OMIM:604258	DLC1
OMIM:604260	STAT5B
OMIM:604264	CELSR3
OMIM:604267	MEGF8
OMIM:604270	LRP4
OMIM:604272	SCO2
OMIM:604275	CTNND2
OMIM:604277	SPAST
OMIM:604283	PRG4
OMIM:604285	AGXT
OMIM:604288	CMD1H
OMIM:604289	RAD54B
OMIM:604294	VAX1
OMIM:604296	GRHPR
OMIM:604305	HLA-DQB1
OMIM:604310	BLOC1S6
OMIM:604312	CST3
OMIM:604313	GALK1
OMIM:604316	PSORS5
OMIM:604319	TINF2
OMIM:604322	SLC17A5
OMIM:604325	PPP2R2B
OMIM:604327	B4GALT7
OMIM:604329	HYT2
OMIM:604331	INTS6
OMIM:604332	CHIC2
OMIM:604346	MAN1B1
OMIM:604349	LAMC3
OMIM:604365	PROM1
OMIM:604366	DNAI1
OMIM:604373	CHEK2
OMIM:604384	ATP2C1
OMIM:604386	TRPS1
OMIM:604392	AIPL1
OMIM:604395	MLH3
OMIM:604401	ARVD6
OMIM:604402	ST3GAL5
OMIM:604404	GPC6
OMIM:604418	GJB6
OMIM:604433	KCNE3
OMIM:604443	ACSL6
OMIM:604454	WDM
OMIM:604455	SARDH
OMIM:604457	SP110
OMIM:604459	IRAK3
OMIM:604473	GRM1
OMIM:604485	NR2E3
OMIM:604487	OTOG
OMIM:604488	TCAP
OMIM:604489	AMACR
OMIM:604490	SACS
OMIM:604499	HYPLIP2
OMIM:604505	TRIP11
OMIM:604515	BLNK
OMIM:604519	IBD3
OMIM:604526	IDH3B
OMIM:604539	ADAMTS2
OMIM:604544	LARS2
OMIM:604547	VWSM
OMIM:604557	ZNF423
OMIM:604558	ICOS
OMIM:604566	ALG6
OMIM:604569	CNTNAP2
OMIM:604579	FZD4
OMIM:604580	FBLN5
OMIM:604581	AFG3L2
OMIM:604584	PDGFRL
OMIM:604588	NEK1
OMIM:604590	FCGR2B
OMIM:604592	TCIRG1
OMIM:604593	KIF5C
OMIM:604595	CLQTL1
OMIM:604597	GRIP1
OMIM:604605	KALRN
OMIM:604610	BLM
OMIM:604611	WRN
OMIM:604614	TBX19
OMIM:604619	LGI1
OMIM:604624	HSPB3
OMIM:604629	MMP20
OMIM:604630	NR0B2
OMIM:604633	EFEMP2
OMIM:604638	ACTN4
OMIM:604641	MAPK8IP1
OMIM:604653	SLC40A1
OMIM:604672	CD209
OMIM:604684	MLLT11
OMIM:604685	HOXA2
OMIM:604687	PTGDR
OMIM:604694	AKAP10
OMIM:604705	MERTK
OMIM:604710	LTBP4
OMIM:604712	RRM2B
OMIM:604714	TSPYL1
OMIM:604720	TFR2
OMIM:604723	TSFM
OMIM:604741	AKR1D1
OMIM:604759	SYCP3
OMIM:604763	ARHGEF12
OMIM:604766	NPHS2
OMIM:604767	DEC1
OMIM:604773	ACAD8
OMIM:604774	ANGPTL3
OMIM:604775	TRPA1
OMIM:604780	ABHD5
OMIM:604801	MDC1B
OMIM:604802	HDL3
OMIM:604808	FLRT3
OMIM:604809	PBLT
OMIM:604824	KL
OMIM:604827	EIG7
OMIM:604831	EVC
OMIM:604843	SLCO1B1
OMIM:604846	HS6ST1
OMIM:604860	MALT1
OMIM:604862	CD207
OMIM:604863	LRAT
OMIM:604867	TAS2R16
OMIM:604878	SLC12A6
OMIM:604882	NEUROG3
OMIM:604895	TBX21
OMIM:604896	MKKS
OMIM:604907	TNFRSF13B
OMIM:604927	CTDP1
OMIM:604933	MUTYH
OMIM:604934	TBCE
OMIM:604943	SLC26A5
OMIM:604946	KIR3DL1
OMIM:604961	PDE11A
OMIM:604965	STK4
OMIM:604973	FCN3
OMIM:604976	PRKAG3
OMIM:604982	HPS1
OMIM:604983	POLG2
OMIM:604985	SPTBN2
OMIM:604990	SLC9A3R1
OMIM:605000	CORO1A
OMIM:605010	SPINK5
OMIM:605013	MHAC
OMIM:605014	STX11
OMIM:605018	CYLD
OMIM:605020	VSX1
OMIM:605025	ITGA3
OMIM:605041	SBS
OMIM:605042	MED23
OMIM:605073	TRIM37
OMIM:605078	TARDBP
OMIM:605080	CNGB3
OMIM:605082	RASSF1
OMIM:605083	FRZB
OMIM:605086	TREM2
OMIM:605093	SH2B3
OMIM:605100	PPM1D
OMIM:605101	TAB2
OMIM:605102	MASP2
OMIM:605113	AASS
OMIM:605120	GDF2
OMIM:605124	SPINT2
OMIM:605131	WWOX
OMIM:605145	ANKH
OMIM:605194	CFC1
OMIM:605195	MESP2
OMIM:605201	HDLCQ14
OMIM:605204	TOR1A
OMIM:605205	ADCY10
OMIM:605206	HCN4
OMIM:605207	CYP26B1
OMIM:605210	DISC1
OMIM:605219	DIABLO
OMIM:605225	IBD7
OMIM:605229	SPG14
OMIM:605232	WNK1
OMIM:605235	NOL3
OMIM:605236	CORIN
OMIM:605238	HNMT
OMIM:605239	ATP6V0A4
OMIM:605242	USH1C
OMIM:605244	CNC2
OMIM:605248	MCOLN1
OMIM:605254	NCSTN
OMIM:605257	AICDA
OMIM:605262	NDRG1
OMIM:605267	JPH2
OMIM:605268	JPH3
OMIM:605270	SGSH
OMIM:605271	SERPINA10
OMIM:605284	TSC1
OMIM:605285	NMSR
OMIM:605286	CAPN10
OMIM:605290	OPA1
OMIM:605293	OPA4
OMIM:605294	CHST6
OMIM:605303	TACC3
OMIM:605313	RBM8A
OMIM:605314	HDAC4
OMIM:605317	FOXP2
OMIM:605325	CYP3A5
OMIM:605336	CFHR3
OMIM:605347	PADI4
OMIM:605352	MFHAS1
OMIM:605353	GHRL
OMIM:605363	GAD1
OMIM:605364	PSORS6
OMIM:605365	BRCA3
OMIM:605367	ELAC2
OMIM:605370	ARHGAP26
OMIM:605371	ARFGEF2
OMIM:605377	DMPK
OMIM:605378	AAAS
OMIM:605379	GAN
OMIM:605380	FGF23
OMIM:605383	IL21R
OMIM:605388	ACP
OMIM:605391	MINPP1
OMIM:605392	FGFR1OP
OMIM:605411	KCND3
OMIM:605419	SCZD10
OMIM:605420	ALX4
OMIM:605423	DHH
OMIM:605425	GJB4
OMIM:605427	TRPV4
OMIM:605428	DFNB26
OMIM:605429	DFNM1
OMIM:605437	PRKCH
OMIM:605441	ADIPOQ
OMIM:605446	RPGRIP1
OMIM:605452	ABCB6
OMIM:605459	ABCG5
OMIM:605460	ABCG8
OMIM:605461	IL17RA
OMIM:605462	BCC1
OMIM:605463	RSCIS
OMIM:605480	SLEB3
OMIM:605481	ASPM
OMIM:605483	DNAI2
OMIM:605495	SLCO1B3
OMIM:605497	CRTAP
OMIM:605507	IL36RN
OMIM:605511	TMPRSS3
OMIM:605512	ELOVL4
OMIM:605514	PCDH15
OMIM:605515	FOXP1
OMIM:605516	CDH23
OMIM:605517	B3GNT1
OMIM:605518	LPIN1
OMIM:605519	LPIN2
OMIM:605522	LMBR1
OMIM:605525	CDT1
OMIM:605526	AD6
OMIM:605544	GINGF2
OMIM:605546	GP6
OMIM:605549	CORD8
OMIM:605552	AOMS1
OMIM:605554	CD244
OMIM:605555	AIP
OMIM:605557	PRDM16
OMIM:605558	FGF20
OMIM:605564	CIB2
OMIM:605565	RETN
OMIM:605566	RTN4R
OMIM:605572	AOMS2
OMIM:605573	HSD17B3
OMIM:605579	IFITM3
OMIM:605582	CMD1K
OMIM:605590	SF3B1
OMIM:605593	SF3B4
OMIM:605597	FOXL2
OMIM:605598	IDDM18
OMIM:605602	MYOZ2
OMIM:605606	PSORS7
OMIM:605608	CLDN14
OMIM:605610	PNKP
OMIM:605616	SLC6A20
OMIM:605634	SLC35A1
OMIM:605635	FHII
OMIM:605642	PTCPRN
OMIM:605646	SLC26A4
OMIM:605648	FBXO7
OMIM:605654	FBXL4
OMIM:605692	TRPM7
OMIM:605704	VAPB
OMIM:605706	RIPK4
OMIM:605712	SPTLC1
OMIM:605713	SPTLC2
OMIM:605725	PRX
OMIM:605726	HMNJ
OMIM:605727	OTSC2
OMIM:605728	CCSSO
OMIM:605738	MCOPCB2
OMIM:605740	SOST
OMIM:605742	TUBA8
OMIM:605746	ANMA
OMIM:605747	LDLRAP1
OMIM:605748	BCMO1
OMIM:605749	CAAR
OMIM:605750	EVR3
OMIM:605769	TRIM33
OMIM:605775	KLHL3
OMIM:605779	NDIC
OMIM:605799	AMN
OMIM:605802	ZEB2
OMIM:605804	ATOD3
OMIM:605805	ATOD4
OMIM:605809	CMS1A1
OMIM:605810	MRPS22
OMIM:605815	NUP62
OMIM:605818	DFNB27
OMIM:605828	TMC6
OMIM:605829	TMC8
OMIM:605833	BMND2
OMIM:605837	HERC2
OMIM:605841	NRCLP2
OMIM:605844	ATOD5
OMIM:605845	ATOD6
OMIM:605849	DMGDH
OMIM:605862	TMEM5
OMIM:605870	ATP8A2
OMIM:605872	CLEC4M
OMIM:605874	KCNK9
OMIM:605880	KAT6B
OMIM:605881	SLC35C1
OMIM:605882	BRIP1
OMIM:605896	ECEL1
OMIM:605906	LDB3
OMIM:605907	ALG1
OMIM:605908	MLC1
OMIM:605910	ANGPTL4
OMIM:605913	BDET
OMIM:605921	STIM1
OMIM:605925	PCNT
OMIM:605934	HPE6
OMIM:605947	PIGL
OMIM:605950	RAB33B
OMIM:605951	DPM3
OMIM:605956	NOD2
OMIM:605967	ACRPS
OMIM:605978	VPS13A
OMIM:605981	UBR1
OMIM:605988	DCLRE1C
OMIM:605993	PDP1
OMIM:605995	KIF1B
OMIM:605998	HAX1
OMIM:606000	BTNL2
OMIM:606012	DFNA18
OMIM:606014	ALX3
OMIM:606034	RNASEH2A
OMIM:606035	FIQTL1
OMIM:606037	CD96
OMIM:606045	IFT122
OMIM:606049	AOCH
OMIM:606053	AUTS5
OMIM:606061	TBX20
OMIM:606062	SMC3
OMIM:606075	C10orf2
OMIM:606077	RBM15
OMIM:606078	MKL1
OMIM:606082	MNG3
OMIM:606097	PIGN
OMIM:606102	PIP5K1C
OMIM:606118	HPS3
OMIM:606119	SLURP1
OMIM:606129	DBA2
OMIM:606142	SLC2A9
OMIM:606144	RAB23
OMIM:606145	SLC2A10
OMIM:606151	BBS2
OMIM:606152	SLC19A3
OMIM:606153	ATP5E
OMIM:606157	PANK2
OMIM:606158	BSCL2
OMIM:606179	ANBC
OMIM:606187	AD7
OMIM:606190	MNRI
OMIM:606195	IRX5
OMIM:606200	BHLHE41
OMIM:606201	WFS1
OMIM:606202	SLC45A2
OMIM:606210	SEPN1
OMIM:606215	AVSD1
OMIM:606224	NT5C3A
OMIM:606227	MFRP
OMIM:606230	SHANK3
OMIM:606236	ASPSCR1
OMIM:606240	NMTC1
OMIM:606241	DICER1
OMIM:606242	KONDS
OMIM:606245	SUZ12
OMIM:606246	JAZF1
OMIM:606247	STAMBP
OMIM:606252	TIRAP
OMIM:606255	STQTL1
OMIM:606256	STQTL2
OMIM:606257	STQTL3
OMIM:606258	STQTL4
OMIM:606263	PDB4
OMIM:606264	CLEC7A
OMIM:606268	WNT10A
OMIM:606269	TNFRSF13C
OMIM:606271	DISC2
OMIM:606272	CTNS
OMIM:606273	EIF2B3
OMIM:606282	DFNA24
OMIM:606325	HTX3
OMIM:606326	SIX6
OMIM:606347	PSTPIP1
OMIM:606348	IBD5
OMIM:606350	APTX
OMIM:606351	ESPN
OMIM:606352	ALS2
OMIM:606368	APOA5
OMIM:606370	TPK1
OMIM:606374	B3GAT3
OMIM:606389	CATSPER1
OMIM:606397	CLRN1
OMIM:606407	DEL2p21
OMIM:606409	ITCH
OMIM:606410	ANTXR1
OMIM:606412	BSND
OMIM:606416	NLRP3
OMIM:606417	WDR11
OMIM:606418	DHCR24
OMIM:606419	PRPF31
OMIM:606425	EGLN1
OMIM:606439	ATL1
OMIM:606440	STRC
OMIM:606441	HTRA2
OMIM:606451	DFNA30
OMIM:606453	LRBA
OMIM:606454	EIF2B2
OMIM:606460	LGV2
OMIM:606462	RAD21
OMIM:606463	GBA
OMIM:606464	HAMP
OMIM:606470	NHP2
OMIM:606471	NOP10
OMIM:606475	CD320
OMIM:606476	ITPKC
OMIM:606480	ZMPSTE24
OMIM:606483	CMTDIA
OMIM:606489	EXOSC3
OMIM:606494	ST3GAL3
OMIM:606496	IL17F
OMIM:606518	HAVCR1
OMIM:606521	SLC25A19
OMIM:606522	GDF3
OMIM:606526	MLPH
OMIM:606528	DEL11p15p14
OMIM:606530	CYP27A1
OMIM:606531	SCGB3A2
OMIM:606540	MYO5B
OMIM:606551	LZTS1
OMIM:606554	EA3
OMIM:606566	MYLK2
OMIM:606568	LZTFL1
OMIM:606580	OPA3
OMIM:606585	ENAM
OMIM:606596	FKRP
OMIM:606597	PAX3
OMIM:606598	GDAP1
OMIM:606603	EDARADD
OMIM:606607	PSMA7
OMIM:606609	TREX1
OMIM:606613	HDLCQ1
OMIM:606616	DYX6
OMIM:606622	SMARCAL1
OMIM:606628	GNMT
OMIM:606629	RIMS1
OMIM:606633	SP7
OMIM:606635	TMPRSS15
OMIM:606636	NLRP1
OMIM:606639	GFM1
OMIM:606640	ALS3
OMIM:606641	BMIQ1
OMIM:606643	BMIQ2
OMIM:606655	RXFP2
OMIM:606656	IBGC2
OMIM:606660	UVM1
OMIM:606661	UVM2
OMIM:606662	WS2C
OMIM:606666	LGR4
OMIM:606668	IBD8
OMIM:606672	GP1BA
OMIM:606673	UPB1
OMIM:606674	IBD6
OMIM:606675	IBD4
OMIM:606681	NSD1
OMIM:606682	HPS4
OMIM:606686	EIF2B1
OMIM:606687	EIF2B4
OMIM:606689	GLC1B
OMIM:606702	PKHD1
OMIM:606706	TMC1
OMIM:606708	SHFM5
OMIM:606709	PRSS12
OMIM:606711	SLI1
OMIM:606712	SLI2
OMIM:606713	VWS2
OMIM:606718	SLC26A2
OMIM:606725	CLN6
OMIM:606742	TLL1
OMIM:606754	SAMHD1
OMIM:606759	DUOX2
OMIM:606761	MLYCD
OMIM:606765	TPO
OMIM:606770	ADIPQTL2
OMIM:606771	ADIPQTL3
OMIM:606787	PAOD1
OMIM:606788	ANON1
OMIM:606789	HBFQTL4
OMIM:606797	ST14
OMIM:606800	GAA
OMIM:606806	FTCD
OMIM:606807	IL17RD
OMIM:606808	MYO3A
OMIM:606810	PRODH
OMIM:606811	ALDH4A1
OMIM:606821	COG5
OMIM:606822	POMGNT1
OMIM:606829	FXN
OMIM:606837	RB1CC1
OMIM:606844	ALMS1
OMIM:606845	GOPC
OMIM:606847	TCOF1
OMIM:606850	MIPOL1
OMIM:606852	PARK10
OMIM:606857	GCLC
OMIM:606860	SERPING1
OMIM:606869	HEXA
OMIM:606871	JAM3
OMIM:606873	HEXB
OMIM:606874	HSCR6
OMIM:606875	HSCR7
OMIM:606879	PHGDH
OMIM:606882	ATP7B
OMIM:606883	IRAK4
OMIM:606885	ACADS
OMIM:606887	SUOX
OMIM:606890	GALC
OMIM:606896	DYX5
OMIM:606897	LYST
OMIM:606918	GOLGA5
OMIM:606928	BMND3
OMIM:606933	TYR
OMIM:606934	NDUFAF1
OMIM:606936	TRPM4
OMIM:606938	UROS
OMIM:606940	ZFHX4
OMIM:606941	ALG9
OMIM:606945	LDLR
OMIM:606953	GALE
OMIM:606960	ITS
OMIM:606963	COPD
OMIM:606967	LCAT
OMIM:606972	EIG2
OMIM:606973	COG1
OMIM:606976	COG4
OMIM:606977	COG6
OMIM:606978	COG7
OMIM:606979	COG8
OMIM:606980	ADCK3
OMIM:606989	MPO
OMIM:606995	SLSN3
OMIM:606999	GALT
OMIM:607001	EHMT1
OMIM:607002	PROK2
OMIM:607004	BDA1B
OMIM:607008	ACADM
OMIM:607009	TRPM6
OMIM:607017	DFNA21
OMIM:607031	LIAS
OMIM:607035	SUFU
OMIM:607036	IVD
OMIM:607038	OTOA
OMIM:607040	ABCC11
OMIM:607042	CLN3
OMIM:607043	TRAF3IP2
OMIM:607047	ATXN3
OMIM:607053	HDLCQ2
OMIM:607056	IMPG2
OMIM:607059	SLC39A4
OMIM:607063	FKBP10
OMIM:607066	TRPV3
OMIM:607070	ZMYND10
OMIM:607071	HYAL1
OMIM:607082	CACNA2D2
OMIM:607083	WHSC1L1
OMIM:607085	MYAS1
OMIM:607086	AAT1
OMIM:607087	AAT2
OMIM:607088	SMAR
OMIM:607093	MTHFR
OMIM:607096	SLC22A12
OMIM:607100	NPHP1
OMIM:607102	WT1
OMIM:607107	NPC1
OMIM:607108	PAX6
OMIM:607111	SPG20
OMIM:607116	AD8
OMIM:607117	MCPH1
OMIM:607118	MRPL3
OMIM:607120	PLCB1
OMIM:607123	PROKR2
OMIM:607131	MMEDF
OMIM:607134	SLI3
OMIM:607135	CRCL
OMIM:607139	FANCA
OMIM:607144	ALG12
OMIM:607145	DTNBP1
OMIM:607152	SPG19
OMIM:607170	CRELD1
OMIM:607182	FYCO1
OMIM:607194	PTF1A
OMIM:607198	TDP1
OMIM:607199	IRF6
OMIM:607202	CELIAC5
OMIM:607206	ALOXE3
OMIM:607210	CARD11
OMIM:607211	CARD14
OMIM:607212	CARD9
OMIM:607213	ORC6
OMIM:607215	NPHP4
OMIM:607218	IRF5
OMIM:607221	EPPS
OMIM:607223	SMOC2
OMIM:607237	TMIE
OMIM:607239	DFNB33
OMIM:607243	AP4S1
OMIM:607244	AP4E1
OMIM:607245	AP4B1
OMIM:607248	GLM4
OMIM:607252	APOL2
OMIM:607254	APOL4
OMIM:607258	HCA1
OMIM:607261	EVC2
OMIM:607273	FLCN
OMIM:607279	SLEH1
OMIM:607292	SEMA4A
OMIM:607300	PRPF8
OMIM:607301	PRPF3
OMIM:607304	CCNP
OMIM:607306	SRD5A2
OMIM:607311	PGR
OMIM:607314	CABP2
OMIM:607317	SCAR4
OMIM:607324	PAPA3
OMIM:607329	HYT3
OMIM:607331	RP9
OMIM:607339	CHDS1
OMIM:607340	GABBR2
OMIM:607343	SALL4
OMIM:607354	IS2
OMIM:607358	AIRE
OMIM:607365	LIPH
OMIM:607373	AUTS8
OMIM:607379	NF2
OMIM:607393	CDC73
OMIM:607397	MC2R
OMIM:607402	IFNL3
OMIM:607408	DAOA
OMIM:607411	PDA1
OMIM:607413	AD7CNTP
OMIM:607421	NME8
OMIM:607423	POMT1
OMIM:607429	PDSS1
OMIM:607439	POMT2
OMIM:607440	FKTN
OMIM:607444	SBDS
